INFO:root:Starting
INFO:root:Starting
INFO:root:Starting
INFO:root:Starting
INFO:root:3.434357166290283,0,0,0,0,0,-1737.5100775133446,2679.587315784501,114.35351968334274,-4.6879690296100724,1737.4962686609545,-2679.610296216907,-114.21275648294409,2721.964090191514,1670.3640665765902,1.5956515786711654
INFO:root:3.467262029647827,0,0,0,0,0,-1738.160590479727,2679.630272068919,113.91494820106143,-4.6877494964724855,1737.5100775133446,-2679.587315784501,885.6464803166573,2721.2140846049115,1671.5631481106147,1.5952162775695138
INFO:root:3.5028669834136963,0,0,0,0,0,-1737.846009444228,2679.6847733373884,114.0615987969486,-4.687787497781876,1737.9293854655573,-2679.6360413489656,885.9330125281116,2722.0182237695412,1670.767683559733,1.5956621319801263
INFO:root:3.534128189086914,0,0,0,0,0,-1737.9280996206785,2679.6708641699124,114.12221004327776,-4.687713443140254,1737.9471853290952,-2679.6669368042885,885.887193489241,2722.239597376057,1670.4750479050103,1.595775888559026
INFO:root:3.563157081604004,0,0,0,0,0,-1738.032307930111,2679.6712956992537,113.99680100935755,-4.687680451314843,1737.9280996206785,-2679.6708641699124,885.8777899567223,2721.735061467958,1671.2834214783193,1.5954718640393324
INFO:root:3.598051071166992,0,0,0,0,0,-1737.9520934519394,2679.665310959033,114.03855676989824,-4.687639303228924,1737.9490164697152,-2679.652689425715,886.0205906241285,2721.833520460796,1671.115677231982,1.5955413419063404
INFO:root:3.6355841159820557,0,0,0,0,0,-1737.9320025445254,2679.6767182687518,114.00882059071057,-4.687514134825413,1737.9520934519394,-2679.665310959033,885.9614432301017,2721.854005060991,1671.105751598202,1.5955460039506626
INFO:root:3.6637351512908936,0,0,0,0,0,-1738.011779196988,2679.6400326443495,114.00217145360145,-4.687661493776587,1737.9320025445254,-2679.6767182687518,885.9911794092894,2722.0740574516867,1670.7446799701388,1.595671172354173
INFO:root:3.695756196975708,0,0,0,0,0,-1738.0896871929426,2679.6779362252,114.18034888492467,-4.687789417635628,1738.011779196988,-2679.6400326443495,885.9978285463985,2721.793126780194,1671.2264431218725,1.5955238134029992
INFO:root:3.7359139919281006,0,0,0,0,0,-1737.6439747180498,2679.796511812453,114.1933622186551,-4.6882986936537465,1737.8735449864087,-2679.6566137908485,885.8514545307097,2721.5367062824166,1671.5268417091352,1.5953625152792235
INFO:root:3.7701611518859863,0,0,0,0,0,-1737.7146157127672,2679.7306027657264,114.20504795828307,-4.6877943496125924,1737.6716301220247,-2679.7920673634435,885.8394215043552,2721.634105887172,1671.375485074107,1.5953427388437351
INFO:root:3.8059802055358887,0,0,0,0,0,-1737.7867447551014,2679.7752067162437,114.09951519886317,-4.68797308820172,1737.7146157127672,-2679.7306027657264,885.7949520417169,2721.654305414494,1671.2887335465655,1.5953909575669938
INFO:root:3.837696075439453,0,0,0,0,0,-1737.6197003873401,2679.7901445251687,114.20064651131075,-4.688330869575365,1737.7867447551014,-2679.7752067162437,885.9004848011368,2721.4018897269457,1671.8461901048875,1.5952122189778661
INFO:root:3.8699991703033447,0,0,0,0,0,-1737.8241662983328,2679.75313131362,114.04327438825841,-4.688131096208762,1737.7512640327204,-2679.747260758686,885.8756029489637,2721.3470893559575,1671.8537186144172,1.5951966692535695
